"","State","Total_App","In_State_App","Total_Enroll","In_State_Enroll","Total_Adm_Rate","In_State_Adm_Rate","School_Name_2021_Standard","year"
"213","IN",1619,203,104,73,0.064237183446572,0.359605911330049,"Indiana University School of Dentistry",2011
"215","IN",1672,230,103,74,0.0616028708133971,0.321739130434783,"Indiana University School of Dentistry",2012
"204","IN",911,200,80,74,0.0878155872667399,0.37,"Indiana University School of Dentistry",2013
"205","IN",1434,202,104,69,0.0725244072524407,0.341584158415842,"Indiana University School of Dentistry",2014
"2110","IN",1506,211,107,72,0.0710491367861886,0.341232227488152,"Indiana University School of Dentistry",2015
"228","IN",1332,193,106,70,0.0795795795795796,0.362694300518135,"Indiana University School of Dentistry",2016
"2210","IN",1274,176,106,63,0.0832025117739403,0.357954545454545,"Indiana University School of Dentistry",2017
"2211","IN",1109,143,105,61,0.0946798917944094,0.426573426573427,"Indiana University School of Dentistry",2018
"2212","IN",1195,161,105,60,0.0878661087866109,0.372670807453416,"Indiana University School of Dentistry",2019
"2115","IN",943,152,101,59,0.107104984093319,0.388157894736842,"Indiana University School of Dentistry",2020
"2214","IN",1247,166,103,62,0.082598235765838,0.373493975903614,"Indiana University School of Dentistry",2021
"35","KY",1476,120,56,21,0.037940379403794,0.175,"University of Kentucky College of Dentistry",2009
"36","KY",2732,122,84,2,0.0307467057101025,0.0163934426229508,"University of Louisville School of Dentistry",2009
"211","KY",1461,196,57,38,0.0390143737166324,0.193877551020408,"University of Kentucky College of Dentistry",2010
"221","KY",2953,203,120,44,0.0406366407043684,0.216748768472906,"University of Louisville School of Dentistry",2010
"222","KY",1525,192,57,38,0.0373770491803279,0.197916666666667,"University of Kentucky College of Dentistry",2011
"232","KY",2946,196,114,44,0.0386965376782077,0.224489795918367,"University of Louisville School of Dentistry",2011
"223","KY",1682,164,57,38,0.0338882282996433,0.231707317073171,"University of Kentucky College of Dentistry",2012
"233","KY",3048,172,116,43,0.0380577427821522,0.25,"University of Louisville School of Dentistry",2012
"217","KY",849,155,50,39,0.0588928150765607,0.251612903225806,"University of Kentucky College of Dentistry",2013
"224","KY",1629,160,52,42,0.0319214241866176,0.2625,"University of Louisville School of Dentistry",2013
"219","KY",1802,155,66,37,0.0366259711431743,0.238709677419355,"University of Kentucky College of Dentistry",2014
"225","KY",3109,154,119,44,0.0382759729816661,0.285714285714286,"University of Louisville School of Dentistry",2014
"236","KY",1836,153,65,39,0.0354030501089325,0.254901960784314,"University of Kentucky College of Dentistry",2015
"246","KY",3069,164,120,46,0.0391006842619746,0.280487804878049,"University of Louisville School of Dentistry",2015
"237","KY",1904,145,65,36,0.0341386554621849,0.248275862068966,"University of Kentucky College of Dentistry",2016
"247","KY",3073,151,118,41,0.0383989586723072,0.271523178807947,"University of Louisville School of Dentistry",2016
"238","KY",1789,154,65,34,0.0363331470095025,0.220779220779221,"University of Kentucky College of Dentistry",2017
"248","KY",2802,156,119,45,0.042469664525339,0.288461538461538,"University of Louisville School of Dentistry",2017
"239","KY",1816,122,65,35,0.0357929515418502,0.286885245901639,"University of Kentucky College of Dentistry",2018
"249","KY",2416,139,117,37,0.0484271523178808,0.266187050359712,"University of Louisville School of Dentistry",2018
"2310","KY",1263,129,65,37,0.051464766429137,0.286821705426357,"University of Kentucky College of Dentistry",2019
"2410","KY",2233,141,120,32,0.0537393640841917,0.226950354609929,"University of Louisville School of Dentistry",2019
"2311","KY",938,109,65,34,0.0692963752665245,0.311926605504587,"University of Kentucky College of Dentistry",2020
"2411","KY",2045,115,116,33,0.0567237163814181,0.28695652173913,"University of Louisville School of Dentistry",2020
"2312","KY",1102,113,65,38,0.058983666061706,0.336283185840708,"University of Kentucky College of Dentistry",2021
"2412","KY",1896,118,117,28,0.0617088607594937,0.23728813559322,"University of Louisville School of Dentistry",2021
"11","LA",228,147,63,53,0.276315789473684,0.360544217687075,"Louisiana State University Health New Orleans School of Dentistry",2009
"231","LA",513,137,65,58,0.126705653021442,0.423357664233577,"Louisiana State University Health New Orleans School of Dentistry",2010
"242","LA",675,159,65,60,0.0962962962962963,0.377358490566038,"Louisiana State University Health New Orleans School of Dentistry",2011
"243","LA",738,192,64,55,0.0867208672086721,0.286458333333333,"Louisiana State University Health New Orleans School of Dentistry",2012
"234","LA",943,182,71,59,0.0752916224814422,0.324175824175824,"Louisiana State University Health New Orleans School of Dentistry",2013
"235","LA",660,186,65,59,0.0984848484848485,0.317204301075269,"Louisiana State University Health New Orleans School of Dentistry",2014
"256","LA",596,169,65,59,0.109060402684564,0.349112426035503,"Louisiana State University Health New Orleans School of Dentistry",2015
"257","LA",481,151,65,61,0.135135135135135,0.403973509933775,"Louisiana State University Health New Orleans School of Dentistry",2016
"258","LA",435,133,65,59,0.149425287356322,0.443609022556391,"Louisiana State University Health New Orleans School of Dentistry",2017
"259","LA",422,118,74,68,0.175355450236967,0.576271186440678,"Louisiana State University Health New Orleans School of Dentistry",2018
"2510","LA",435,131,73,62,0.167816091954023,0.473282442748092,"Louisiana State University Health New Orleans School of Dentistry",2019
"2511","LA",508,128,75,58,0.147637795275591,0.453125,"Louisiana State University Health New Orleans School of Dentistry",2020
"2512","LA",755,161,75,57,0.0993377483443709,0.354037267080745,"Louisiana State University Health New Orleans School of Dentistry",2021
"3","MA",4664,157,113,20,0.0242281303602058,0.127388535031847,"Boston University Henry M. Goldman School of Dental Medicine",2009
"7","MA",947,55,35,3,0.0369588173178458,0.0545454545454545,"Harvard School of Dental Medicine",2009
"23","MA",4515,153,175,30,0.0387596899224806,0.196078431372549,"Tufts University School of Dental Medicine",2009
"241","MA",4535,174,115,28,0.0253583241455347,0.160919540229885,"Boston University Henry M. Goldman School of Dental Medicine",2010
"251","MA",940,65,35,4,0.0372340425531915,0.0615384615384615,"Harvard School of Dental Medicine",2010
"261","MA",4417,174,176,28,0.0398460493547657,0.160919540229885,"Tufts University School of Dental Medicine",2010
"252","MA",4588,167,111,29,0.0241935483870968,0.173652694610778,"Boston University Henry M. Goldman School of Dental Medicine",2011
"262","MA",1028,69,35,3,0.0340466926070039,0.0434782608695652,"Harvard School of Dental Medicine",2011
"272","MA",4476,168,184,32,0.0411081322609473,0.19047619047619,"Tufts University School of Dental Medicine",2011
"253","MA",4785,169,113,30,0.0236154649947753,0.177514792899408,"Boston University Henry M. Goldman School of Dental Medicine",2012
"263","MA",1080,59,35,2,0.0324074074074074,0.0338983050847458,"Harvard School of Dental Medicine",2012
"273","MA",4640,167,182,31,0.0392241379310345,0.18562874251497,"Tufts University School of Dental Medicine",2012
"244","MA",1705,171,66,23,0.0387096774193548,0.134502923976608,"Boston University Henry M. Goldman School of Dental Medicine",2013
"254","MA",2979,69,117,4,0.0392749244712991,0.0579710144927536,"Harvard School of Dental Medicine",2013
"264","MA",707,181,65,46,0.0919377652050919,0.25414364640884,"Tufts University School of Dental Medicine",2013
"245","MA",4118,176,113,32,0.0274405050995629,0.181818181818182,"Boston University Henry M. Goldman School of Dental Medicine",2014
"255","MA",1009,68,35,0,0.0346878097125867,0,"Harvard School of Dental Medicine",2014
"265","MA",3662,178,195,61,0.0532495903877662,0.342696629213483,"Tufts University School of Dental Medicine",2014
"286","MA",3984,183,115,36,0.0288654618473896,0.19672131147541,"Boston University Henry M. Goldman School of Dental Medicine",2015
"296","MA",947,67,35,4,0.0369588173178458,0.0597014925373134,"Harvard School of Dental Medicine",2015
"306","MA",3511,188,203,61,0.0578182853887781,0.324468085106383,"Tufts University School of Dental Medicine",2015
"267","MA",3956,163,116,30,0.0293225480283114,0.184049079754601,"Boston University Henry M. Goldman School of Dental Medicine",2016
"277","MA",990,56,35,3,0.0353535353535354,0.0535714285714286,"Harvard School of Dental Medicine",2016
"287","MA",3693,173,201,49,0.0544272948822096,0.283236994219653,"Tufts University School of Dental Medicine",2016
"268","MA",3536,155,117,33,0.0330882352941176,0.212903225806452,"Boston University Henry M. Goldman School of Dental Medicine",2017
"278","MA",1030,61,35,2,0.0339805825242718,0.0327868852459016,"Harvard School of Dental Medicine",2017
"288","MA",3876,173,193,39,0.0497936016511868,0.225433526011561,"Tufts University School of Dental Medicine",2017
"269","MA",2599,170,117,42,0.0450173143516737,0.247058823529412,"Boston University Henry M. Goldman School of Dental Medicine",2018
"279","MA",1010,77,35,6,0.0346534653465347,0.0779220779220779,"Harvard School of Dental Medicine",2018
"289","MA",3891,190,198,27,0.0508866615265998,0.142105263157895,"Tufts University School of Dental Medicine",2018
"2610","MA",2478,192,112,35,0.0451977401129944,0.182291666666667,"Boston University Henry M. Goldman School of Dental Medicine",2019
"2710","MA",949,67,35,3,0.0368809272918862,0.0447761194029851,"Harvard School of Dental Medicine",2019
"2810","MA",4022,210,199,39,0.0494778717056191,0.185714285714286,"Tufts University School of Dental Medicine",2019
"2811","MA",2293,154,115,41,0.0501526384648932,0.266233766233766,"Boston University Henry M. Goldman School of Dental Medicine",2020
"2911","MA",920,66,35,3,0.0380434782608696,0.0454545454545455,"Harvard School of Dental Medicine",2020
"3011","MA",3946,173,209,29,0.0529650278763305,0.167630057803468,"Tufts University School of Dental Medicine",2020
"2612","MA",2828,159,113,33,0.03995756718529,0.207547169811321,"Boston University Henry M. Goldman School of Dental Medicine",2021
"2712","MA",1031,73,35,4,0.0339476236663434,0.0547945205479452,"Harvard School of Dental Medicine",2021
"2812","MA",4253,190,203,33,0.0477310134023043,0.173684210526316,"Tufts University School of Dental Medicine",2021
"37","MD",2818,201,128,65,0.0454222853087296,0.323383084577114,"University of Maryland School of Dentistry",2009
"271","MD",2763,196,130,69,0.0470503076366269,0.352040816326531,"University of Maryland School of Dentistry",2010
"282","MD",2861,208,131,69,0.0457881859489689,0.331730769230769,"University of Maryland School of Dentistry",2011
"283","MD",2902,208,128,64,0.0441075120606478,0.307692307692308,"University of Maryland School of Dentistry",2012
"274","MD",1412,226,104,69,0.0736543909348442,0.305309734513274,"University of Maryland School of Dentistry",2013
"275","MD",2620,260,130,73,0.049618320610687,0.280769230769231,"University of Maryland School of Dentistry",2014
"276","MD",2682,232,133,73,0.0495898583146905,0.314655172413793,"University of Maryland School of Dentistry",2015
"297","MD",2688,210,132,65,0.0491071428571429,0.30952380952381,"University of Maryland School of Dentistry",2016
"298","MD",2769,223,130,76,0.0469483568075117,0.340807174887892,"University of Maryland School of Dentistry",2017
"299","MD",2157,192,129,71,0.0598052851182197,0.369791666666667,"University of Maryland School of Dentistry",2018
"2910","MD",1948,187,129,71,0.0662217659137577,0.379679144385027,"University of Maryland School of Dentistry",2019
"2711","MD",1801,165,133,64,0.0738478622987229,0.387878787878788,"University of Maryland School of Dentistry",2020
"2912","MD",1946,197,130,54,0.0668036998972251,0.274111675126904,"University of Maryland School of Dentistry",2021
"284","ME",2522,52,100,24,0.0396510705789056,0.461538461538462,"University of New England College of Dental Medicine",2013
"285","ME",1229,35,62,17,0.0504475183075671,0.485714285714286,"University of New England College of Dental Medicine",2014
"266","ME",1479,34,64,16,0.0432724814063556,0.470588235294118,"University of New England College of Dental Medicine",2015
"307","ME",1854,31,64,11,0.0345199568500539,0.354838709677419,"University of New England College of Dental Medicine",2016
"308","ME",1912,41,64,19,0.0334728033472803,0.463414634146341,"University of New England College of Dental Medicine",2017
"309","ME",1793,39,64,15,0.0356943669827105,0.384615384615385,"University of New England College of Dental Medicine",2018
"3010","ME",1070,28,64,9,0.0598130841121495,0.321428571428571,"University of New England College of Dental Medicine",2019
"2611","ME",822,21,61,3,0.0742092457420925,0.142857142857143,"University of New England College of Dental Medicine",2020
"3012","ME",898,19,64,10,0.0712694877505568,0.526315789473684,"University of New England College of Dental Medicine",2021
"31","MI",1770,322,88,5,0.0497175141242938,0.015527950310559,"University of Detroit Mercy School of Dentistry",2009
"38","MI",2097,285,105,52,0.050071530758226,0.182456140350877,"University of Michigan School of Dentistry",2009
"281","MI",1717,322,87,65,0.0506697728596389,0.201863354037267,"University of Detroit Mercy School of Dentistry",2010
"291","MI",2071,285,105,65,0.0507001448575567,0.228070175438596,"University of Michigan School of Dentistry",2010
"292","MI",1571,345,98,66,0.0623806492679822,0.191304347826087,"University of Detroit Mercy School of Dentistry",2011
"302","MI",2141,327,108,80,0.050443717888837,0.244648318042813,"University of Michigan School of Dentistry",2011
"293","MI",1670,379,128,86,0.0766467065868263,0.226912928759894,"University of Detroit Mercy School of Dentistry",2012
"303","MI",2293,364,109,65,0.0475359790667248,0.178571428571429,"University of Michigan School of Dentistry",2012
"294","MI",4432,413,114,81,0.0257220216606498,0.196125907990315,"University of Detroit Mercy School of Dentistry",2013
"304","MI",1042,354,35,61,0.0335892514395393,0.172316384180791,"University of Michigan School of Dentistry",2013
"295","MI",1632,353,144,74,0.0882352941176471,0.209631728045326,"University of Detroit Mercy School of Dentistry",2014
"305","MI",1963,316,108,66,0.0550178298522669,0.208860759493671,"University of Michigan School of Dentistry",2014
"3110","MI",1443,335,148,69,0.102564102564103,0.205970149253731,"University of Detroit Mercy School of Dentistry",2015
"326","MI",1877,314,104,69,0.0554075652637187,0.219745222929936,"University of Michigan School of Dentistry",2015
"3111","MI",1629,397,143,74,0.0877839165131983,0.18639798488665,"University of Detroit Mercy School of Dentistry",2016
"328","MI",2104,375,105,59,0.0499049429657795,0.157333333333333,"University of Michigan School of Dentistry",2016
"3112","MI",1659,454,144,79,0.0867992766726944,0.174008810572687,"University of Detroit Mercy School of Dentistry",2017
"3210","MI",2179,418,109,61,0.0500229463056448,0.145933014354067,"University of Michigan School of Dentistry",2017
"3113","MI",1583,396,143,82,0.0903348073278585,0.207070707070707,"University of Detroit Mercy School of Dentistry",2018
"3211","MI",1893,376,106,61,0.0559957739038563,0.162234042553191,"University of Michigan School of Dentistry",2018
"3114","MI",1526,412,144,84,0.0943643512450852,0.203883495145631,"University of Detroit Mercy School of Dentistry",2019
"3212","MI",1747,379,108,64,0.0618202633085289,0.168865435356201,"University of Michigan School of Dentistry",2019
"3115","MI",1517,386,143,72,0.0942649967040211,0.186528497409326,"University of Detroit Mercy School of Dentistry",2020
"3213","MI",1604,355,108,71,0.0673316708229426,0.2,"University of Michigan School of Dentistry",2020
"3116","MI",1759,438,143,81,0.0812961910176237,0.184931506849315,"University of Detroit Mercy School of Dentistry",2021
"3214","MI",1869,411,109,54,0.0583199571963617,0.131386861313869,"University of Michigan School of Dentistry",2021
"39","MN",1078,208,98,66,0.0909090909090909,0.317307692307692,"University of Minnesota School of Dentistry",2009
"301","MN",955,216,98,56,0.10261780104712,0.259259259259259,"University of Minnesota School of Dentistry",2010
"313","MN",992,211,98,57,0.0987903225806452,0.270142180094787,"University of Minnesota School of Dentistry",2011
"315","MN",1169,227,97,66,0.0829769033361848,0.290748898678414,"University of Minnesota School of Dentistry",2012
"317","MN",4285,188,187,57,0.0436406067677946,0.303191489361702,"University of Minnesota School of Dentistry",2013
"319","MN",1155,217,100,64,0.0865800865800866,0.294930875576037,"University of Minnesota School of Dentistry",2014
"336","MN",1126,186,110,70,0.0976909413854352,0.376344086021505,"University of Minnesota School of Dentistry",2015
"337","MN",1263,195,109,63,0.0863024544734759,0.323076923076923,"University of Minnesota School of Dentistry",2016
"338","MN",1166,173,110,68,0.0943396226415094,0.393063583815029,"University of Minnesota School of Dentistry",2017
"339","MN",1191,170,108,72,0.0906801007556675,0.423529411764706,"University of Minnesota School of Dentistry",2018
"3310","MN",564,152,108,68,0.191489361702128,0.447368421052632,"University of Minnesota School of Dentistry",2019
"3311","MN",659,168,105,69,0.159332321699545,0.410714285714286,"University of Minnesota School of Dentistry",2020
"3312","MN",1009,167,103,69,0.102081268582755,0.413173652694611,"University of Minnesota School of Dentistry",2021
"41","MO",869,179,103,76,0.118527042577675,0.424581005586592,"University of Missouri - Kansas City School of Dentistry",2009
"311","MO",705,164,108,81,0.153191489361702,0.49390243902439,"University of Missouri - Kansas City School of Dentistry",2010
"322","MO",635,142,109,74,0.171653543307087,0.52112676056338,"University of Missouri - Kansas City School of Dentistry",2011
"323","MO",763,163,104,73,0.136304062909568,0.447852760736196,"University of Missouri - Kansas City School of Dentistry",2012
"324","MO",2350,112,97,9,0.0412765957446809,0.0803571428571429,"A.T. Still University Missouri School of Dentistry & Oral Health",2013
"334","MO",2764,171,130,72,0.0470332850940666,0.421052631578947,"University of Missouri - Kansas City School of Dentistry",2013
"325","MO",1030,106,42,13,0.0407766990291262,0.122641509433962,"A.T. Still University Missouri School of Dentistry & Oral Health",2014
"335","MO",850,169,106,73,0.124705882352941,0.431952662721893,"University of Missouri - Kansas City School of Dentistry",2014
"356","MO",1270,120,42,11,0.0330708661417323,0.0916666666666667,"A.T. Still University Missouri School of Dentistry & Oral Health",2015
"366","MO",862,173,108,71,0.125290023201856,0.410404624277457,"University of Missouri - Kansas City School of Dentistry",2015
"347","MO",1477,134,42,11,0.028436018957346,0.082089552238806,"A.T. Still University Missouri School of Dentistry & Oral Health",2016
"357","MO",955,177,109,60,0.11413612565445,0.338983050847458,"University of Missouri - Kansas City School of Dentistry",2016
"348","MO",1433,102,42,12,0.0293091416608514,0.117647058823529,"A.T. Still University Missouri School of Dentistry & Oral Health",2017
"358","MO",923,149,109,68,0.118093174431203,0.456375838926175,"University of Missouri - Kansas City School of Dentistry",2017
"349","MO",1257,93,42,8,0.0334128878281623,0.0860215053763441,"A.T. Still University Missouri School of Dentistry & Oral Health",2018
"359","MO",840,141,106,71,0.126190476190476,0.50354609929078,"University of Missouri - Kansas City School of Dentistry",2018
"3410","MO",1308,90,62,14,0.0474006116207951,0.155555555555556,"A.T. Still University Missouri School of Dentistry & Oral Health",2019
"3510","MO",877,145,109,59,0.124287343215507,0.406896551724138,"University of Missouri - Kansas City School of Dentistry",2019
"3511","MO",1363,75,61,10,0.0447542186353632,0.133333333333333,"A.T. Still University Missouri School of Dentistry & Oral Health",2020
"3611","MO",719,121,108,59,0.150208623087622,0.487603305785124,"University of Missouri - Kansas City School of Dentistry",2020
"3412","MO",1610,95,63,15,0.0391304347826087,0.157894736842105,"A.T. Still University Missouri School of Dentistry & Oral Health",2021
"3512","MO",851,148,108,62,0.126909518213866,0.418918918918919,"University of Missouri - Kansas City School of Dentistry",2021
"40","MS",112,98,34,33,0.303571428571429,0.336734693877551,"University of Mississippi Medical Center School of Dentistry",2009
"321","MS",109,100,35,35,0.321100917431193,0.35,"University of Mississippi Medical Center School of Dentistry",2010
"332","MS",100,89,34,33,0.34,0.370786516853933,"University of Mississippi Medical Center School of Dentistry",2011
"333","MS",NA,NA,35,35,NA,NA,"University of Mississippi Medical Center School of Dentistry",2012
"344","MS",1140,NA,59,32,0.0517543859649123,NA,"University of Mississippi Medical Center School of Dentistry",2013
"345","MS",NA,NA,35,34,NA,NA,"University of Mississippi Medical Center School of Dentistry",2014
"346","MS",225,110,37,37,0.164444444444444,0.336363636363636,"University of Mississippi Medical Center School of Dentistry",2015
"367","MS",186,110,39,38,0.209677419354839,0.345454545454545,"University of Mississippi Medical Center School of Dentistry",2016
"368","MS",228,116,40,40,0.175438596491228,0.344827586206897,"University of Mississippi Medical Center School of Dentistry",2017
"369","MS",196,101,39,39,0.198979591836735,0.386138613861386,"University of Mississippi Medical Center School of Dentistry",2018
"3610","MS",198,95,39,38,0.196969696969697,0.4,"University of Mississippi Medical Center School of Dentistry",2019
"3411","MS",193,125,39,39,0.202072538860104,0.312,"University of Mississippi Medical Center School of Dentistry",2020
"3612","MS",193,143,40,40,0.207253886010363,0.27972027972028,"University of Mississippi Medical Center School of Dentistry",2021
"44","NC",1363,275,80,69,0.0586940572267058,0.250909090909091,"University of North Carolina at Chapel Hill Adams School of Dentistry",2009
"331","NC",1402,293,81,66,0.057774607703281,0.225255972696246,"University of North Carolina at Chapel Hill Adams School of Dentistry",2010
"342","NC",369,346,52,51,0.140921409214092,0.147398843930636,"East Carolina University School of Dental Medicine",2011
"352","NC",1421,324,79,66,0.055594651653765,0.203703703703704,"University of North Carolina at Chapel Hill Adams School of Dentistry",2011
"343","NC",399,366,52,52,0.130325814536341,0.14207650273224,"East Carolina University School of Dental Medicine",2012
"353","NC",1695,351,81,69,0.047787610619469,0.196581196581197,"University of North Carolina at Chapel Hill Adams School of Dentistry",2012
"354","NC",1720,360,58,51,0.0337209302325581,0.141666666666667,"East Carolina University School of Dental Medicine",2013
"364","NC",1752,354,81,68,0.0462328767123288,0.192090395480226,"University of North Carolina at Chapel Hill Adams School of Dentistry",2013
"355","NC",397,364,52,51,0.130982367758186,0.14010989010989,"East Carolina University School of Dental Medicine",2014
"365","NC",1700,348,82,70,0.0482352941176471,0.201149425287356,"University of North Carolina at Chapel Hill Adams School of Dentistry",2014
"456","NC",402,362,53,53,0.131840796019901,0.146408839779006,"East Carolina University School of Dental Medicine",2015
"466","NC",1739,347,82,69,0.0471535365152386,0.198847262247839,"University of North Carolina at Chapel Hill Adams School of Dentistry",2015
"377","NC",439,362,52,52,0.118451025056948,0.143646408839779,"East Carolina University School of Dental Medicine",2016
"387","NC",1847,367,82,68,0.0443963183540877,0.185286103542234,"University of North Carolina at Chapel Hill Adams School of Dentistry",2016
"378","NC",533,393,52,52,0.0975609756097561,0.132315521628499,"East Carolina University School of Dental Medicine",2017
"388","NC",1712,380,82,68,0.0478971962616822,0.178947368421053,"University of North Carolina at Chapel Hill Adams School of Dentistry",2017
"379","NC",451,337,52,52,0.11529933481153,0.154302670623145,"East Carolina University School of Dental Medicine",2018
"389","NC",1207,309,83,64,0.0687655343827672,0.207119741100324,"University of North Carolina at Chapel Hill Adams School of Dentistry",2018
"3710","NC",387,330,52,52,0.134366925064599,0.157575757575758,"East Carolina University School of Dental Medicine",2019
"3810","NC",1201,312,82,64,0.0682764363030808,0.205128205128205,"University of North Carolina at Chapel Hill Adams School of Dentistry",2019
"4611","NC",381,329,52,52,0.136482939632546,0.158054711246201,"East Carolina University School of Dental Medicine",2020
"4711","NC",1211,304,82,66,0.0677126341866226,0.217105263157895,"University of North Carolina at Chapel Hill Adams School of Dentistry",2020
"3712","NC",356,330,53,53,0.148876404494382,0.160606060606061,"East Carolina University School of Dental Medicine",2021
"3812","NC",1381,335,75,53,0.054308472121651,0.158208955223881,"University of North Carolina at Chapel Hill Adams School of Dentistry",2021
"6","NE",2898,88,88,4,0.0303657694962043,0.0454545454545455,"Creighton University School of Dentistry",2009
"42","NE",895,101,42,30,0.046927374301676,0.297029702970297,"University of Nebraska Medical Center College of Dentistry",2009
"341","NE",2729,89,85,12,0.0311469402711616,0.134831460674157,"Creighton University School of Dentistry",2010
"351","NE",845,93,47,29,0.0556213017751479,0.311827956989247,"University of Nebraska Medical Center College of Dentistry",2010
"362","NE",2668,79,85,13,0.0318590704647676,0.164556962025316,"Creighton University School of Dentistry",2011
"372","NE",834,91,46,35,0.0551558752997602,0.384615384615385,"University of Nebraska Medical Center College of Dentistry",2011
"363","NE",2743,68,85,10,0.030987969376595,0.147058823529412,"Creighton University School of Dentistry",2012
"373","NE",854,78,48,28,0.0562060889929742,0.358974358974359,"University of Nebraska Medical Center College of Dentistry",2012
"374","NE",1135,74,64,11,0.0563876651982379,0.148648648648649,"Creighton University School of Dentistry",2013
"384","NE",1738,89,141,29,0.0811277330264672,0.325842696629214,"University of Nebraska Medical Center College of Dentistry",2013
"375","NE",2239,71,85,11,0.0379633765073694,0.154929577464789,"Creighton University School of Dentistry",2014
"385","NE",691,87,48,35,0.0694645441389291,0.402298850574713,"University of Nebraska Medical Center College of Dentistry",2014
"386","NE",2197,65,79,7,0.0359581247155212,0.107692307692308,"Creighton University School of Dentistry",2015
"396","NE",678,87,48,38,0.0707964601769911,0.436781609195402,"University of Nebraska Medical Center College of Dentistry",2015
"397","NE",2188,82,85,15,0.0388482632541133,0.182926829268293,"Creighton University School of Dentistry",2016
"407","NE",676,78,48,31,0.0710059171597633,0.397435897435897,"University of Nebraska Medical Center College of Dentistry",2016
"398","NE",2031,70,85,12,0.0418513047759724,0.171428571428571,"Creighton University School of Dentistry",2017
"408","NE",700,89,51,35,0.0728571428571429,0.393258426966292,"University of Nebraska Medical Center College of Dentistry",2017
"399","NE",1940,66,103,10,0.0530927835051546,0.151515151515152,"Creighton University School of Dentistry",2018
"409","NE",592,81,51,36,0.0861486486486486,0.444444444444444,"University of Nebraska Medical Center College of Dentistry",2018
"3910","NE",2065,60,115,13,0.0556900726392252,0.216666666666667,"Creighton University School of Dentistry",2019
"4010","NE",507,69,52,32,0.102564102564103,0.463768115942029,"University of Nebraska Medical Center College of Dentistry",2019
"3711","NE",1989,47,115,9,0.0578179989944696,0.191489361702128,"Creighton University School of Dentistry",2020
"3811","NE",511,61,52,32,0.101761252446184,0.524590163934426,"University of Nebraska Medical Center College of Dentistry",2020
"3912","NE",1998,60,115,9,0.0575575575575576,0.15,"Creighton University School of Dentistry",2021
"4012","NE",613,73,54,37,0.0880913539967374,0.506849315068493,"University of Nebraska Medical Center College of Dentistry",2021
"24","NJ",2173,298,88,53,0.0404970087436723,0.177852348993289,"Rutgers, The State University of New Jersey, School of Dental Medicine",2009
"361","NJ",2156,304,86,60,0.0398886827458256,0.197368421052632,"Rutgers, The State University of New Jersey, School of Dental Medicine",2010
"382","NJ",1916,325,93,59,0.0485386221294363,0.181538461538462,"Rutgers, The State University of New Jersey, School of Dental Medicine",2011
"383","NJ",1873,355,91,65,0.0485851575013348,0.183098591549296,"Rutgers, The State University of New Jersey, School of Dental Medicine",2012
"394","NJ",1199,342,97,67,0.0809007506255213,0.195906432748538,"Rutgers, The State University of New Jersey, School of Dental Medicine",2013
"395","NJ",1842,326,91,60,0.0494028230184582,0.184049079754601,"Rutgers, The State University of New Jersey, School of Dental Medicine",2014
"4110","NJ",1901,346,89,68,0.0468174644923724,0.196531791907514,"Rutgers, The State University of New Jersey, School of Dental Medicine",2015
"4111","NJ",2061,35,91,55,0.0441533236293062,1.57142857142857,"Rutgers, The State University of New Jersey, School of Dental Medicine",2016
"4112","NJ",1865,345,87,58,0.0466487935656836,0.168115942028985,"Rutgers, The State University of New Jersey, School of Dental Medicine",2017
"4113","NJ",2120,331,92,66,0.0433962264150943,0.199395770392749,"Rutgers, The State University of New Jersey, School of Dental Medicine",2018
"4114","NJ",2174,312,91,62,0.0418583256669733,0.198717948717949,"Rutgers, The State University of New Jersey, School of Dental Medicine",2019
"4011","NJ",1995,302,95,63,0.0476190476190476,0.208609271523179,"Rutgers, The State University of New Jersey, School of Dental Medicine",2020
"4116","NJ",2290,320,90,59,0.0393013100436681,0.184375,"Rutgers, The State University of New Jersey, School of Dental Medicine",2021
"43","NV",2665,88,78,13,0.0292682926829268,0.147727272727273,"University of Nevada, Las Vegas, School of Dental Medicine",2009
"371","NV",2351,111,79,50,0.0336027222458528,0.45045045045045,"University of Nevada, Las Vegas, School of Dental Medicine",2010
"392","NV",2288,107,78,43,0.0340909090909091,0.401869158878505,"University of Nevada, Las Vegas, School of Dental Medicine",2011
"393","NV",2276,96,74,35,0.0325131810193322,0.364583333333333,"University of Nevada, Las Vegas, School of Dental Medicine",2012
"404","NV",1611,44,83,0,0.0515207945375543,0,"Roseman University of Health Sciences College of Dental Medicine",2013
"417","NV",1991,85,105,39,0.0527373179306881,0.458823529411765,"University of Nevada, Las Vegas, School of Dental Medicine",2013
"405","NV",1818,28,80,0,0.044004400440044,0,"Roseman University of Health Sciences College of Dental Medicine",2014
"419","NV",1973,78,81,40,0.0410542321338064,0.512820512820513,"University of Nevada, Las Vegas, School of Dental Medicine",2014
"406","NV",1924,82,82,43,0.0426195426195426,0.524390243902439,"University of Nevada, Las Vegas, School of Dental Medicine",2015
"428","NV",1950,86,78,32,0.04,0.372093023255814,"University of Nevada, Las Vegas, School of Dental Medicine",2016
"4210","NV",1930,72,81,49,0.0419689119170984,0.680555555555556,"University of Nevada, Las Vegas, School of Dental Medicine",2017
